source,imageURLs,productURL,reviewURL,sku,brand,model,modelNumber,title,price,ratingAvgDisplay,ratingNum,ratingAvg,questionNum,batteryLife,totalStorageCapacity,storageType,operatingSystem,processorCores,processorBrand,processorSpeedBase,processorModel,systemMemoryRam,systemMemoryRamType,graphics,screenSize,screenResolution,screenResolutionName,productWeight,color,numberOfUsbPortsTotal,numberOfUsb2Ports,numberOfUsb3Ports,backlitKeyboard,internetConnectivity,bluetoothEnabled,touchScreen,titleStandard,ReviewsN,ReviewsN_Student,ReviewsN_Professional,ReviewsN_Creative,ReviewsN_Gaming,Reviews_Personal,Reviews_travel,reviews,reviewSnippets,Bad Reviews,StudentReviews,CreativeReviews,ProfessionalReviews,GamingReviews.1,PersonalReviews,TravellingReviews,Detected_Categories
Amazon,['https://images.unsplash.com/photo-1517336714731-489689fd1ca8'],https://www.amazon.de/Apple-AppleBook 359,https://www.amazon.de/Apple-AppleBook 359#reviews,APP9102,Apple,AppleBook 359,APP-8216,Apple AppleBook 359 Laptop,902.14,3.7,270,3.9,4,7 hours,256GB Hybrid,HDD,Linux,6,AMD,2.5 GHz,M2,16 GB,DDR4,Intel Iris Xe,17 inch,1920 x 1080,Full HD,1.9 kg,Grey,2,2,3,Yes,Wi-Fi 6,No,No,"Apple AppleBook 359, 17 inch, 1920 x 1080, i3-1115G4, 32GB RAM","Came super fast and is like new! The screen quality is amazing! || I never buy this table so I can't said nothing bad || Everything about this product is great, but mine isn't convertible! || This chrome book is everything my daughter wanted. Easy to use and so elegant looking. || All involved this purchase assumed a stylus was included. What a disappointment. || Very happy with our Chromebook purchase and the delivery was quicker then expected! Thank you! || I bought these ChromeBooks for my grandsons to do their school work from home || I had to get these for my children’s school . They have been excellent || Great computer! My 8 year old works on it easily. Would definitely purchase again. || My Grandson absolutely loves his new ChromeBook. It’s a perfect solution for virtual school. || Basic computer for someone just starting out. A Gmail account is required. || It is fast, easy to use, and a great deal. || We like the size. We like everything about it.Great for school. || It works great, touch screen is awsome I love it. || touchscreen works good, and battery seems to be holding well || So far these are a big hit with my grade school age grandkids. || So much nicer than prior versions. Smaller, lightweight, durable, and great quality! || Good little chrome book, use it every day, charges quickly, would purchase again. || Amazing computer for the price...looks like it is brand new. Light, fast and sleek. || I really love this laptop. It's in a great condition. Everything works great.",,,,,,,Smooth for gaming || Low frame rate occasionally,Handles AAA titles smoothly || Great refresh rate display || Low input lag || Good thermal control || Loud and clear audio,Weak Wi-Fi in airports || Screen glare in sunlight || Charger bulky for travel || Scratches easily || Gets hot on lap,,,,,Excellent graphics performance  ,,none || none || none || none || none || none || professional || student || professional || student || none || none || student || professional || professional || student || travel || none || none || professional
Amazon,['https://images.unsplash.com/photo-1517336714731-489689fd1ca8'],https://www.amazon.de/Asus-AsusBook 889,https://www.amazon.de/Asus-AsusBook 889#reviews,ASU5272,Asus,AsusBook 889,ASU-4823,Asus AsusBook 889 Laptop,1102.75,4.3,173,4.1,8,8 hours,1024GB Hybrid,HDD,Windows 10,8,AMD,2.5 GHz,Ryzen 5 5600U,32 GB,DDR4,Intel Iris Xe,13.3 inch,1920 x 1080,Full HD,2.3 kg,Blue,3,0,1,Yes,Wi-Fi 5,No,Yes,"Asus AsusBook 889, 13.3 inch, 1920 x 1080, i5-1135G7, 8GB RAM","From shipping time to condition to customer service, all flawless. || Solid build good price for a used computer I’m happy. || Bought it for business purposes extremely pleased you can never go wrong with Lenovo || Keyboard typing is the best considering the portability and power of this laptop. || Product looks great, looks almost new. Works great so far. Great deal! || great product. I bought it, used it, liked it and recommend it || An excellent product, and it meets my need and expectations. Thank you. || I got this laptop for my business work and it works great. || Got this for my daughter for school and it is working great. || First one came with a non English keyboard. Returned for another. || He uses the product for all his school assignments and more. || Its nice and lite and it is faster then my old machine. || Well, it's a decent computer. Stopped functioning and they replaced it. I'm a satisfied customer... || Awesome value for a great computer, works excellent as advertised, looks brand new || It does what ever I ask, like a good little laptop. || Excellent computer priced right with exceptional customer service when needed. Very happy with purchase! || Great buy they said it was like new and it was. Very thankful || Best value for the money! Could not be happier! Excellent price! || I don't like not having a touch screen but love light up keyboard || I really enjoy using the laptop it is very sleek and easy to use.",,,,,,,Perfect for students || Touchpad not responsive,Handles AAA titles smoothly || Great refresh rate display || Low input lag || Good thermal control || Loud and clear audio,Weak Wi-Fi in airports || Screen glare in sunlight || Charger bulky for travel || Scratches easily || Gets hot on lap,,,,,Low input lag during gameplay  ,,none || none || professional || none || professional || none || none || professional || professional || none || student || none || none || professional || none || none || none || none || none || none
Amazon,['https://images.unsplash.com/photo-1517336714731-489689fd1ca8'],https://www.amazon.de/Asus-AsusBook 618,https://www.amazon.de/Asus-AsusBook 618#reviews,ASU3146,Asus,AsusBook 618,ASU-8612,Asus AsusBook 618 Laptop,1402.85,4.7,99,4.2,23,11 hours,256GB SSD,SSD,macOS,6,Intel,2.0 GHz,i7-1255U,8 GB,DDR4,Apple GPU,14 inch,2560 x 1600,Retina,1.8 kg,Grey,2,1,3,Yes,Wi-Fi 5,No,No,"Asus AsusBook 618, 14 inch, 2560 x 1600, i5-1135G7, 32GB RAM","Computer sceen is not touch although it was written on product details || Excellent product! I am very pleased. Saved hundreds. Shipped immediately. As advertised. || It's like it's brand new - Can't beat the price! || Did receive the Laptop but did not include the Charger. || I like the dual mouse controls. Sharpness of colors. Lightweight. Plenty of USB ports. || It is not a touchscreen and no finger print reader but, very clean and fast. || Liked the large letters on the keyboard, disliked the short battery life || This was the first refurbished laptop I have ever purchased. It works great. || Great value for the money. It does everything I need and more. || Exactly as advertised. Works well, reasonably quick, clean and no fluff. || A sturdy laptop, just as described. Excellent condition and would purchase again. || we do not have product key to activate windows, please contact us. || Great computer for price and ready to use in minutes. || I like this laptop very much, it is very fast, perfect for older folks || Looks Great! Got it early will buy from them again || fast with a nice 500gb ssd. Best value I have seen in a while. || The laptop is really good and the seller has been communicative and shipping was fast. || Love this laptop. Easily repairable and at a great price. || The product is good but has a defective SSD hard disk || 16gbs of ram keeps it running fast and helps you stay going throughout the day.",,,,,,,Fast boot and app load || No USB-C port,Handles AAA titles smoothly || Great refresh rate display || Low input lag || Good thermal control || Loud and clear audio,Weak Wi-Fi in airports || Screen glare in sunlight || Charger bulky for travel || Scratches easily || Gets hot on lap,,,,,Runs AAA titles without stutter  ,,none || none || none || none || travel || none || none || professional || none || professional || none || none || none || none || none || none || none || none || none || none
Amazon,['https://images.unsplash.com/photo-1517336714731-489689fd1ca8'],https://www.amazon.de/Dell-DellBook 557,https://www.amazon.de/Dell-DellBook 557#reviews,DEL7049,Dell,DellBook 557,DEL-2747,Dell DellBook 557 Laptop,1150.39,3.8,85,4.3,35,8 hours,512GB SSD,Hybrid,Windows 10,8,AMD,2.4 GHz,Ryzen 5 5600U,8 GB,DDR4,NVIDIA MX450,14 inch,1366 x 768,HD,2.1 kg,Black,3,1,3,Yes,Wi-Fi 6,Yes,No,"Dell DellBook 557, 14 inch, 1366 x 768, i5-1135G7, 16GB RAM","The charging cable does not work but they sent a replacement in two days. || Nice laptop, better than expected!! Good price for all you get!!! || My son uses it for gaming. Works great. We had to buy a charger separately. || Ithought it had a touch screen!! The laptop works great!! || Product can only be used with cd's or to watch DVD's || This Dell is built like a tank, and runs fast and smooth. || its just like a new laptop and no problems thankyou || Does it job, but not a fan of chrome system. || The quality-price is good, if you need only basic funtions? it's the best! || Yoi have to get use to the chrome system after that good item. || Video camera produces low quality image i.e in Zoom calls. || It's my wife's personal computer, and so far she said she loves it!!! ‼️‼️ || Got this for my son's homeschooling needs. Perfect and durable. || Great laptop especially for kids! I just needed a little more. ! || I bought it loved it immediately. Only recently did i discover the touch screen. || IPS HD screen, fast, nice keyboard, good speakers, attractive, good price. Recommended. || Lightweight, slim, fast start. Use G-suite for all apps - sweet! Love it. || Well worth it’s price. It is an awesome laptop and I love it so much. || I love it..I use it to pay bills. And to look up things. || So easy to use and a picture perfect screen! I absolutely love it!",,,,,,,Fast boot and app load || No USB-C port,Handles AAA titles smoothly || Great refresh rate display || Low input lag || Good thermal control || Loud and clear audio,Weak Wi-Fi in airports || Screen glare in sunlight || Charger bulky for travel || Scratches easily || Gets hot on lap,,,,,RGB keyboard feels responsive  ,,professional || none || gaming || professional || personal || none || none || none || none || none || none || personal || student || none || none || none || travel || none || none || none
Amazon,['https://images.unsplash.com/photo-1517336714731-489689fd1ca8'],https://www.amazon.de/Asus-AsusBook 892,https://www.amazon.de/Asus-AsusBook 892#reviews,ASU4216,Asus,AsusBook 892,ASU-2202,Asus AsusBook 892 Laptop,464.45,5.0,15,4.9,8,9 hours,1024GB HDD,SSD,macOS,2,Intel,2.0 GHz,M2,16 GB,DDR4,NVIDIA MX450,13.3 inch,2560 x 1600,Retina,1.2 kg,Silver,4,1,1,Yes,Wi-Fi 5,Yes,No,"Asus AsusBook 892, 13.3 inch, 2560 x 1600, i5-1135G7","It's really nice computer at super fast battery life is good. || I had been looking for a Chromebook, the Acer is the best in its field. || So far so good easy to set up love the back lit keyboard || Love the big screen. Not crazy about the keyboard, loose. || Does the basic job well. The browsing is reasonably fast. || This thing weighs a ton, is not a traveling laptop || Battery life awful and keyboard with a later lose vey disappointed || Sufficient for light use. Not super speedy or super light. || No problems at all with this Dell, worth the price || It is low cost, light, small , long battery, fairly easy to use, acceptable speed. || Love this computer. Easy to use. The battery life is unbelievably long || This little laptop is amazing and fast, love the touchscreen. || excellent condition . thank you for the good deal . || I love my Lenovo think pad. Good speed, easy to use. No problems. || Just the laptop you need for work. Buy an extra or bigger battery || I purchase my laptop in April 2019. Yesterday, the memory failed. || So far the product is fine . I intend to order the extended warranty || At startup missing files error messages pop-up. Won't accept returns || Touchscreen stoped working after maybe 4 times I used it || Happy with the laptop's operatbility but the battery died after 9 months.",,,,,,,Sleek design || Gets fingerprint smudges,Handles AAA titles smoothly || Great refresh rate display || Low input lag || Good thermal control || Loud and clear audio,Weak Wi-Fi in airports || Screen glare in sunlight || Charger bulky for travel || Scratches easily || Gets hot on lap,,,,,Great thermals under gaming load  ,,none || none || none || none || none || travel || none || none || none || none || none || none || none || none || professional || none || none || none || professional || none
Amazon,['https://images.unsplash.com/photo-1517336714731-489689fd1ca8'],https://www.amazon.de/Lenovo-LenovoBook 712,https://www.amazon.de/Lenovo-LenovoBook 712#reviews,LEN2670,Lenovo,LenovoBook 712,LEN-2978,Lenovo LenovoBook 712 Laptop,579.36,4.8,179,4.4,44,7 hours,256GB HDD,Hybrid,macOS,6,Apple,1.9 GHz,i7-1255U,32 GB,DDR4,Apple GPU,13.3 inch,1366 x 768,HD,1.5 kg,Grey,3,0,3,Yes,Wi-Fi 5,No,Yes,"Lenovo LenovoBook 712, 13.3 inch, 1366 x 768, i5-1135G7","Just what I needed in a laptop. Haven't had any issues. || It's everything I needed and wanted at a great price. || Great model for the price. Does everything I want it to. || The computer arrived on the date promised in great condition. Everything is working. || Requested replacement, received 1366x768 screen again. I guess I should take the hint || Screen resolution is 1366x768, not the advertised 1920x1080 Battery seems sketchy too || I’m happy using my thinkpad laptop, it is working so good. || Fast booting, fast loading, excellent price, good value for the price || Great unit. Lenovo does not disappoint. Great replacement for my T420. || Still working out the kinks in it but so far everything is working very well || Showed up exactly as promised in its description. No issues. || Very happy with this model. It arrived and works like new! || The machine was exactly what I needed and is working great || When it was recieved the laptop had the wrong video card and would not update. || Like Speed of processing . Battery life is just around 4 hours. || Good for the price Minor issues like fan sensor not working some times || This tablet is so easy to use and is lightweight || screen went black less than 1 year old no way around it || I absolutely love this computer! I literally have nothing bad to say about it! || Great product and grandkids use it at school every day.",,,,,,,Great for daily tasks || Battery drains fast,Handles AAA titles smoothly || Great refresh rate display || Low input lag || Good thermal control || Loud and clear audio,Weak Wi-Fi in airports || Screen glare in sunlight || Charger bulky for travel || Scratches easily || Gets hot on lap,,,,,Fast SSD reduces loading times  ,,none || none || none || professional || none || none || professional || none || none || professional || none || professional || professional || none || none || professional || travel || none || none || student
Amazon,['https://images.unsplash.com/photo-1517336714731-489689fd1ca8'],https://www.amazon.de/Acer-AcerBook 594,https://www.amazon.de/Acer-AcerBook 594#reviews,ACE4972,Acer,AcerBook 594,ACE-4484,Acer AcerBook 594 Laptop,1067.9,4.8,250,3.6,1,11 hours,1024GB Hybrid,HDD,Linux,8,AMD,3.2 GHz,Ryzen 5 5600U,32 GB,DDR4,Apple GPU,14 inch,1920 x 1080,Full HD,2.4 kg,Black,4,2,3,No,Wi-Fi 6,Yes,Yes,"Acer AcerBook 594, 14 inch, 1920 x 1080, i7-1255U","After 2 weeks of usage the speaker 🔊 stopped working. || Laptop is like new. The only problem was, it came with the wrong charger. || It’s a pretty good laptop only thing is the battery life isn’t the best. || Love the computer lot of memory good quality just amazing laptop for that price 10/10! || FIne laptop , works as expected, touch screen works fine. || EXCELLENT VALUE 2 & 1 TOUCHSCREEN UPGRADEABLE TO WIN 11 || It was perfect. I was looking for one more like a Business computer || But found some dents in the edges which made uncomfortable to work with it. || Excellent product, good support and great value for the money! || This Mac Book works great and is good for School || Great product, arrived on time. Great laptop for graphic designing! || We are a Apple Ecosystem Family. This product fits in nicely. || The laptop is nice looks in good condition operates well but the charger overheats || This mac does everything I need it too and more! What’s. Great valueB || Very pleased with this purchase. The MacBook works great. No issues. || seller shipped immediately and arrived in great ship. Excitant product. || Great Chromebook for the price, still getting used to not having a delete botton. || It was delivered in perfect timing that may kids will use for his online school. || For the money, it is the best purchase of 2020 thus far! Everything I wanted! || If you want this laptop for streaming get something else, the screen is really bad.",,,,,,,Fast boot and app load || No USB-C port,Handles AAA titles smoothly || Great refresh rate display || Low input lag || Good thermal control || Loud and clear audio,Weak Wi-Fi in airports || Screen glare in sunlight || Charger bulky for travel || Scratches easily || Gets hot on lap,,,,,Impressive GPU for high settings  ,,professional || none || none || none || professional || none || professional || professional || none || professional || creative || none || none || none || professional || none || none || student || none || none
Amazon,['https://images.unsplash.com/photo-1517336714731-489689fd1ca8'],https://www.amazon.de/Lenovo-LenovoBook 698,https://www.amazon.de/Lenovo-LenovoBook 698#reviews,LEN1269,Lenovo,LenovoBook 698,LEN-4133,Lenovo LenovoBook 698 Laptop,1184.66,4.9,201,4.1,46,8 hours,512GB Hybrid,SSD,Linux,8,Apple,2.3 GHz,M2,32 GB,DDR4,Intel Iris Xe,15.6 inch,1366 x 768,HD,1.4 kg,Silver,4,0,2,Yes,Wi-Fi 5,No,Yes,"Lenovo LenovoBook 698, 15.6 inch, 1366 x 768, M2","My wife likes it for watching movies and perusing social media. It works. || Love it!! Use it for facebook, emails, some personal stuff || Great and slim laptop exactly what I was looking for! || It's not Windows so apps behave differently, was not expecting that. || little bulky for chrome book no touchscreen was a disadvantage || This piece of crap lasted 2 years. Don't buy this garbage || Does what it needs to, and was a good buy in my opinion. || This chromebook is proper PC for surfing the net . I love it. || Beware: this got sent to me with a French keyboard. || This little baby is amazing. Not to mention its sleek design. I got the burgundy. || Great computer overall. Delivers what promises. Amazing for a college student. || It’s been 2 years since I had this . Really good laptop || excellent all around computer for home use. price is right. || Purchased for my grand daughter for home schooling and she loves it!! || My son now has his own chrome book to use for school. He loves it || Great product for a good value. Totally worth the money || Bought for my granddaughter for Christmas. She needed and uses it for school || I love this product , I like the condition it came in. || I disliked the screen and how it and a line in it || No problems fast delivery Great customer Highly recommend will buy again thank you",,,,,,,Fast boot and app load || No USB-C port,Handles AAA titles smoothly || Great refresh rate display || Low input lag || Good thermal control || Loud and clear audio,Weak Wi-Fi in airports || Screen glare in sunlight || Charger bulky for travel || Scratches easily || Gets hot on lap,,,,,Loud and clear built-in speakers,,personal || personal || none || none || none || none || none || personal || none || creative || student || none || none || student || student || none || student || none || none || none
Amazon,['https://images.unsplash.com/photo-1517336714731-489689fd1ca8'],https://www.amazon.de/Dell-DellBook 985,https://www.amazon.de/Dell-DellBook 985#reviews,DEL5734,Dell,DellBook 985,DEL-9680,Dell DellBook 985 Laptop,302.04,4.8,137,5.0,10,9 hours,256GB SSD,HDD,Windows 10,2,Intel,1.8 GHz,i5-1135G7,8 GB,DDR4,Intel Iris Xe,13.3 inch,1920 x 1080,Full HD,1.2 kg,Blue,2,0,3,Yes,Wi-Fi 6,Yes,No,"Dell DellBook 985, 13.3 inch, 1920 x 1080, Ryzen 5 5600U","It's very nice I got it as a gift for someone. || Purchased for educational purpose for children. Decent product. Does the job. || Bought two of these at Christmas for our teenage girls and they loved it! || I thought this chrome book use for touch. But it not. It’s very disappointing || Great starter computer. Works great for my kids in elementary school || Excellent product. Unpacked it, plugged it in and it worked perfectly. Battery charged quickly. || Got it for 11th grader to do homework- works Perfect for that || Love this notebook. It meets my needs and more. So glad I purchased it. || My 11year old grand was beyond excited for her gift. Perfect! || My son uses it for school and he loves it. || Came when it said it would, everything was exactly as specified. || Brand new laptop and 2 keys already broken and no way to contact seller || Compete waste of money. Had to return this as it was barely functional. || Got it for my granddaughter she said no problems ... || Love this notebook. Chromebook is a wonderful, simple operating system! || It was a cute laptop it worked good if u need something small n compact || Size great for travels. Can download all familiar software by disabling Windows Safe mode. || Love the weight of it and touch screen. Easy to use. || This chrome note book doesn`t open a numerous amount of files. || I love it! Could be better if it was touchscreen.",,,,,,,Lightweight and travel friendly || No backlit keyboard,Handles AAA titles smoothly || Great refresh rate display || Low input lag || Good thermal control || Loud and clear audio,Weak Wi-Fi in airports || Screen glare in sunlight || Charger bulky for travel || Scratches easily || Gets hot on lap,,,,,,Lightweight and easy to carry  ,none || none || none || none || professional || professional || professional || none || none || student || none || none || none || none || none || professional || travel || none || none || none
Amazon,['https://images.unsplash.com/photo-1517336714731-489689fd1ca8'],https://www.amazon.de/Asus-AsusBook 933,https://www.amazon.de/Asus-AsusBook 933#reviews,ASU4211,Asus,AsusBook 933,ASU-3101,Asus AsusBook 933 Laptop,1285.7,4.9,135,4.5,49,12 hours,256GB Hybrid,Hybrid,macOS,4,AMD,3.1 GHz,i5-1135G7,8 GB,DDR4,AMD Radeon Vega 8,14 inch,1366 x 768,HD,1.7 kg,Grey,3,2,3,Yes,Wi-Fi 5,No,No,"Asus AsusBook 933, 14 inch, 1366 x 768, i7-1255U","Great product brought it for my daughter she loves it || Just got it, so far it's great. Arrived a day early. || It's a solid laptop; nothing fancy. Didn't realize there was no numeric keypad though. || Once again I need to read a out the product better. || A little slow but great if you need something for basic use. || It has a small capacity but with a external drive it's ok. || I like that its slim and compact. I dislike the lack of loading speed. || I did not get the charger which is a big thumbs down || Great computer. Hardly any memory though. I can't even run my Photoshop program. :( || Love the size of the screen. Came in great shape. No scratches || Came in a brand new apple box!Everything is working great as of now lol || Much lighter than my old MacBook Pro, much faster as well. || Battery seems like it does not work properly due to it has shorter lifespan || somentimes the battery doesn't last even if it is charged 100%. || Right out of the box several letters on the keyboard didn't work. Returned. || This laptop is like a new product. Everything works perfectly for my job. || Wifi cuts out and it freezes a bunch but other than that pretty good system || When plugging up the computer/charging, the computer starts to slows down and lag. || Non-upgradeable memory and hard drive. Slower than dirt. Unreliable. Avoid! || The battery life is not great. Other than that it gets the job done.",,,,,,,Sleek design || Gets fingerprint smudges,Handles AAA titles smoothly || Great refresh rate display || Low input lag || Good thermal control || Loud and clear audio,Weak Wi-Fi in airports || Screen glare in sunlight || Charger bulky for travel || Scratches easily || Gets hot on lap,,,,,,Fits well in a backpack  ,none || none || none || none || none || none || travel || none || creative || none || professional || none || professional || none || professional || professional || none || none || none || none
Amazon,['https://images.unsplash.com/photo-1517336714731-489689fd1ca8'],https://www.amazon.de/Apple-AppleBook 595,https://www.amazon.de/Apple-AppleBook 595#reviews,APP4407,Apple,AppleBook 595,APP-8576,Apple AppleBook 595 Laptop,1447.28,5.0,360,4.4,24,8 hours,1024GB Hybrid,HDD,Windows 10,8,AMD,1.9 GHz,M2,32 GB,DDR4,Intel Iris Xe,13.3 inch,1366 x 768,HD,2.1 kg,Silver,3,2,1,No,Wi-Fi 5,Yes,No,"Apple AppleBook 595, 13.3 inch, 1366 x 768, i3-1115G4","The best laptop I have ever had! I recommend it! || Move to smaller house. No room for PC. Enjoying it, easy set up. || It is a good computer and I bought it used || The description says backlit keys, the keyboard is not backlit. || This laptop does not have a touch screen. If it did it would be perfect. || Bought this for my daughter for school and she loves it. Highly recommend. || Got it for my daughter and she loves it. Works great no issues. || &nbsp;? Everything keeps crashing.How can I get the Seller to PLEASE HELP ME || I can’t find a case that will specifically fit This model. || It stopped working . The battery was weak. Honestly the whole experience was bad || Arrived with a bad battery and an LCD that broke instantly. || Very impressed with this laptop. Looks and run like new. || So far it’s been a good computer for my daughter for school. || Blue screen failure during all windows setup attempts. System was unusable. Returned for refund. || Ordered for college student, arrived on time & he's very happy with the Chromebook. || My wife loves the touch screen and that it's flips into a tablet || first Chromebook and made a great choice .. quality product! || If you can get it for under 450 or even 500, buy it immediately! || THE WI-FI ISSUE MAKES THIS A ""DON'T BUY- DON'T BUY!"" ABSOLUTELY AWFUL || Exactly what we expected and needed. Happy with my purchase!",,,,,,,Lightweight and travel friendly || No backlit keyboard,Handles AAA titles smoothly || Great refresh rate display || Low input lag || Good thermal control || Loud and clear audio,Weak Wi-Fi in airports || Screen glare in sunlight || Charger bulky for travel || Scratches easily || Gets hot on lap,,,,,,Battery lasts through long trips  ,none || none || none || none || none || student || professional || none || none || professional || none || none || student || none || student || none || none || none || none || none
Amazon,['https://images.unsplash.com/photo-1517336714731-489689fd1ca8'],https://www.amazon.de/Dell-DellBook 432,https://www.amazon.de/Dell-DellBook 432#reviews,DEL7155,Dell,DellBook 432,DEL-1661,Dell DellBook 432 Laptop,1078.69,4.1,195,4.2,19,6 hours,1024GB HDD,SSD,macOS,6,Intel,1.9 GHz,M2,16 GB,DDR4,Apple GPU,15.6 inch,2560 x 1600,Retina,1.9 kg,Black,3,2,1,Yes,Wi-Fi 5,Yes,No,"Dell DellBook 432, 15.6 inch, 2560 x 1600, i7-1255U","It works great as expected. This seller can be trusted for future purchases. || Two bottons on the keypad were loose and minor scratches, || The touch screen and product it came with were out dated || Memory ( RAM ) not disclosed; cannot expand due to limit on Windows 10 home. || Dislike that battery life don’t last. But overall It’s a good purchase. || I just use this for light office work and it's fine. || The finger pad not that responsive and the volume is not high enough. || start up takes a long time loading pages is slow || I wish it said it didnt have a cd player incorporated || The speed is very slow. And the let’s are hard to click || Not the best laptop. Build quality is just not there. I recommend looking elsewear. || Love it! Laptop/shmaptop. I wish I'd went Chromebook a long time ago! || The screen image appears blurred and the screen glitches continuously. || Computer froze up stop working Return still not receive refund || Works fine if you look past the broken keyboard and cracked shell. || I love this computer , it is so easy to navigate & very pretty too! || Was hoping to replace my desktop but it lacked the needed software. || New gave for xmas present ... I felt the screen was a little small. || Great laptop except the camera was inop. Had to return it. || Touchscreen works better than with Win 10. No antenna for WWAM.",,,,,,,Excellent display clarity || Overheats on heavy use,Handles AAA titles smoothly || Great refresh rate display || Low input lag || Good thermal control || Loud and clear audio,Weak Wi-Fi in airports || Screen glare in sunlight || Charger bulky for travel || Scratches easily || Gets hot on lap,,,,,,Durable for on-the-go use  ,professional || none || none || none || none || professional || none || none || none || none || none || none || none || professional || professional || none || none || none || none || professional
Amazon,['https://images.unsplash.com/photo-1517336714731-489689fd1ca8'],https://www.amazon.de/HP-HPBook 180,https://www.amazon.de/HP-HPBook 180#reviews,HP3373,HP,HPBook 180,HP-5738,HP HPBook 180 Laptop,1223.8,5.0,109,3.6,48,9 hours,1024GB Hybrid,HDD,macOS,6,Intel,3.1 GHz,i3-1115G4,32 GB,DDR4,AMD Radeon Vega 8,15.6 inch,1366 x 768,HD,1.8 kg,Silver,4,0,2,No,Wi-Fi 5,Yes,Yes,"HP HPBook 180, 15.6 inch, 1366 x 768, i7-1255U","The laptop is fast, fun and does everything you could want. || Great flexibility to use as a tablet or with the keyboard as a laptop. || The battery only lasts for one hour when it is not plugged in. || It’s very useful in everyday work, use friendly and affordable . || Works great fast and powerful... Biometric fingerprint scanner does not work. || Looks brand new and windows started up like new. Fast computer. || In love with how fast it is. Loving it so far! No complains at all || Great Computer for my needs and the Speed , WOW || Great Value, One of the best Dell refurbished deals out there. || I like this laptop, is fast, nice and have good quality image || Unfortunately this model laptop doesn’t have the pictured CD/DVD as shown! || Battery is horrible and it is slower than I anticipated || Exactly what my friend wanted and needed. He really likes everything except the windows 10. || Seems very well built. No complaints. Really very nice. Only use for personal use. || Purchased this pc because my old dell was soooooooo slow. This machine has been great! || I love the illuminated key board and the 10 key feature. || This has to be the slowest PC I've ever had. || I need it for work I'm not a gamer or social networking type. || Very happy with the purchase. Great price for what we got. || Perfect for any usage. Easy to carry anywhere. Overall satisfied.",,,,,,,Smooth for gaming || Low frame rate occasionally,Handles AAA titles smoothly || Great refresh rate display || Low input lag || Good thermal control || Loud and clear audio,Weak Wi-Fi in airports || Screen glare in sunlight || Charger bulky for travel || Scratches easily || Gets hot on lap,,,,,,Charges quickly while traveling  ,none || none || none || professional || professional || none || none || none || none || none || none || none || none || personal || none || none || none || gaming || none || travel
Amazon,['https://images.unsplash.com/photo-1517336714731-489689fd1ca8'],https://www.amazon.de/Apple-AppleBook 483,https://www.amazon.de/Apple-AppleBook 483#reviews,APP4209,Apple,AppleBook 483,APP-4495,Apple AppleBook 483 Laptop,884.49,3.7,180,4.5,38,10 hours,256GB Hybrid,SSD,Windows 11,6,AMD,1.9 GHz,Ryzen 5 5600U,32 GB,DDR4,AMD Radeon Vega 8,15.6 inch,2560 x 1600,Retina,1.8 kg,Silver,4,2,3,No,Wi-Fi 5,No,No,"Apple AppleBook 483, 15.6 inch, 2560 x 1600, i7-1255U","Purchased for my son for school and works good and battery last long. || I trust the HP brand and loved the price point. || I love this chrome book. Light weight and easy to use. || I did not realize that iTunes is not available on chromebook. || Good product for the price, didnt keep long..maybe I'm to used to my iPads. || It’s a gift for my Mom, she likes it. She’s really hard to please. || So far I love the chrombook, much faster than my last one. No complaints. || Wouldn't convert Google docs to pdfs. Encrypted the files and made them unreadable || Bought for my 10 year grandson. He loves it for school work. || This is pretty great, an upgrade from both my older laptop and my older iPad. || Great price, does everything well for my daughter who uses Google docs online at school. || Got for my wife for Christmas and she LOVES IT || Purchased for my son to use in his sophomore year || This POS is nothing more than a tablet with delusions of grandeur. || The crome book meets my expectations. I'm very happy with the product. || I use it to pay my bills, research, and social media || I like everything I see so far I'm a first time user. || Battery life is good. I use it every day and so far no issues || This works great, however I should have ordered a bigger screen size. || A nice little item, but I was wanted something bigger.",,,,,,,Smooth for gaming || Low frame rate occasionally,Handles AAA titles smoothly || Great refresh rate display || Low input lag || Good thermal control || Loud and clear audio,Weak Wi-Fi in airports || Screen glare in sunlight || Charger bulky for travel || Scratches easily || Gets hot on lap,,,,,,Compact design for tight spaces  ,professional || none || none || none || none || none || none || none || professional || none || student || none || none || none || none || personal || none || none || professional || none
